age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
79,self-employed,97082,dropout,8,widowed,service,not-in-family,white,male,18481,0,45,united-states,>50K
61,private,133164,dropout,4,notmarried,service,not-in-family,white,male,0,0,48,united-states,<=50K
28,self-employed,104617,dropout,4,notmarried,service,other-relative,white,female,0,0,99,mexico,<=50K
60,self-employed,105339,bachelors,13,married,white-collar,husband,white,male,7298,0,60,united-states,>50K
51,self-employed,258735,highschoolgrad,9,separated,service,not-in-family,white,male,0,0,81,united-states,<=50K
34,private,182926,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,43,united-states,>50K
35,private,166193,highschoolgrad,9,separated,blue-collar,own-child,white,male,0,0,40,united-states,<=50K
27,government,206125,dropout,6,married,blue-collar,husband,white,male,0,0,60,united-states,<=50K
44,private,346594,highschoolgrad,9,separated,service,unmarried,white,female,0,0,40,united-states,<=50K
25,private,108301,highschoolgrad,9,separated,service,unmarried,white,female,0,0,20,united-states,<=50K
32,private,73498,dropout,4,separated,service,unmarried,white,female,0,0,40,united-states,<=50K
36,private,129150,communitycollege,10,married,prof-specialty,husband,white,male,0,0,20,united-states,>50K
27,private,181280,masters,14,notmarried,blue-collar,unmarried,white,male,0,0,30,united-states,<=50K
40,private,146908,doctorate,16,married,prof-specialty,husband,white,male,0,0,60,united-states,>50K
43,private,183765,communitycollege,10,separated,service,not-in-family,white,male,0,0,40,,>50K
25,private,164488,bachelors,13,notmarried,service,not-in-family,white,male,0,0,40,united-states,<=50K
41,private,307468,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,50,united-states,<=50K
30,private,93884,bachelors,13,married,prof-specialty,husband,white,male,0,0,45,united-states,>50K
26,private,279833,bachelors,13,notmarried,white-collar,not-in-family,white,male,0,2258,45,united-states,>50K
52,private,137658,dropout,7,married,blue-collar,husband,other,male,0,0,40,dominican-republic,<=50K
32,private,101562,bachelors,13,notmarried,prof-specialty,not-in-family,white,female,0,0,45,united-states,<=50K
33,private,136331,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
35,private,259846,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,55,united-states,<=50K
48,private,98719,highschoolgrad,9,widowed,service,not-in-family,white,female,0,0,44,united-states,<=50K
62,self-employed,168682,dropout,4,married,service,husband,white,male,0,0,5,united-states,<=50K
40,self-employed,198953,communitycollege,12,notmarried,prof-specialty,own-child,black,female,0,0,2,united-states,<=50K
41,,29115,communitycollege,10,widowed,,not-in-family,white,female,0,0,20,united-states,<=50K
28,private,173673,dropout,3,notmarried,service,not-in-family,white,female,0,0,40,mexico,<=50K
23,private,67958,communitycollege,10,notmarried,service,not-in-family,white,female,0,0,30,united-states,<=50K
50,government,98980,bachelors,13,married,white-collar,husband,white,male,7298,0,40,united-states,>50K
51,government,94174,communitycollege,10,separated,white-collar,unmarried,white,female,0,0,35,united-states,<=50K
63,self-employed,122442,communitycollege,10,married,service,husband,white,male,0,0,48,united-states,<=50K
63,government,154675,highschoolgrad,9,widowed,white-collar,not-in-family,white,female,0,0,40,united-states,<=50K
40,private,116632,highschoolgrad,9,separated,service,not-in-family,white,male,0,0,60,united-states,>50K
20,,238685,dropout,7,separated,,not-in-family,white,female,0,0,40,united-states,<=50K
61,,139391,communitycollege,10,married,,husband,white,male,99999,0,30,united-states,>50K
40,private,169031,highschoolgrad,9,notmarried,blue-collar,not-in-family,white,male,0,0,40,united-states,<=50K
41,private,237452,bachelors,13,married,prof-specialty,wife,white,female,0,0,15,cuba,>50K
41,private,216968,bachelors,13,notmarried,blue-collar,not-in-family,black,male,0,0,40,,<=50K
27,,216479,bachelors,13,married,,wife,white,female,0,0,24,united-states,>50K
20,government,126822,communitycollege,10,notmarried,prof-specialty,own-child,white,female,0,0,15,united-states,<=50K
28,private,51461,bachelors,13,married,white-collar,husband,white,male,0,1887,40,united-states,>50K
35,private,54953,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
31,private,222654,bachelors,13,married,white-collar,husband,white,male,0,0,40,united-states,<=50K
34,private,37676,bachelors,13,married,service,husband,white,male,0,0,50,united-states,>50K
57,private,159319,masters,14,married,white-collar,husband,white,male,0,0,50,united-states,>50K
28,private,125321,highschoolgrad,9,notmarried,blue-collar,not-in-family,white,female,0,0,40,united-states,<=50K
38,private,209609,communitycollege,10,married,service,husband,white,male,0,0,40,united-states,>50K
37,private,224947,communitycollege,11,notmarried,service,not-in-family,white,male,0,0,40,united-states,<=50K
43,government,438427,communitycollege,10,separated,white-collar,not-in-family,black,female,0,0,40,united-states,<=50K
26,self-employed,384276,highschoolgrad,9,married,white-collar,husband,white,male,0,0,40,united-states,<=50K
26,private,196805,communitycollege,10,married,blue-collar,husband,black,male,0,0,65,united-states,<=50K
27,private,242097,communitycollege,11,married,blue-collar,husband,white,male,0,0,50,united-states,<=50K
33,private,184306,bachelors,13,married,prof-specialty,husband,white,male,0,0,45,united-states,<=50K
45,private,161954,bachelors,13,notmarried,prof-specialty,not-in-family,white,female,0,0,40,germany,<=50K
65,private,258561,bachelors,13,married,service,husband,white,male,0,0,20,united-states,<=50K
57,self-employed,95280,communitycollege,10,married,service,husband,white,male,99999,0,45,united-states,>50K
59,private,212783,highschoolgrad,9,separated,service,not-in-family,white,female,0,0,38,united-states,<=50K
18,private,205004,communitycollege,10,notmarried,service,own-child,white,male,0,0,26,united-states,<=50K
44,government,387844,dropout,8,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
37,private,83880,communitycollege,10,notmarried,blue-collar,not-in-family,white,male,0,0,40,united-states,<=50K
27,private,161155,highschoolgrad,9,married,service,husband,white,male,0,0,40,united-states,<=50K
43,government,265698,bachelors,13,married,prof-specialty,wife,white,female,0,0,45,united-states,>50K
59,self-employed,146477,masters,15,married,prof-specialty,husband,white,male,0,0,40,united-states,>50K
19,private,97261,highschoolgrad,9,notmarried,blue-collar,not-in-family,white,male,0,0,40,united-states,<=50K
36,government,437890,highschoolgrad,9,notmarried,white-collar,unmarried,black,male,0,0,90,united-states,<=50K
68,self-employed,133736,communitycollege,10,married,service,husband,white,male,20051,0,40,united-states,>50K
63,private,169983,dropout,7,widowed,service,not-in-family,white,female,2176,0,30,united-states,<=50K
37,private,126675,communitycollege,10,married,white-collar,husband,white,male,0,0,57,united-states,<=50K
46,government,175754,masters,14,separated,prof-specialty,not-in-family,white,female,0,1876,60,united-states,<=50K
31,private,121768,communitycollege,12,separated,white-collar,unmarried,white,female,0,0,35,poland,<=50K
23,private,180052,highschoolgrad,9,notmarried,service,own-child,white,male,0,0,40,united-states,<=50K
22,private,124454,communitycollege,10,notmarried,service,not-in-family,white,male,0,0,30,united-states,<=50K
49,private,190115,highschoolgrad,9,married,service,husband,white,male,0,1672,44,united-states,<=50K
36,private,222584,highschoolgrad,9,separated,white-collar,unmarried,black,female,0,0,40,united-states,<=50K
38,private,22245,communitycollege,10,separated,white-collar,not-in-family,white,male,0,0,50,united-states,<=50K
46,government,114160,masters,14,married,white-collar,husband,white,male,0,1902,45,united-states,>50K
24,private,228960,communitycollege,12,notmarried,white-collar,own-child,white,female,0,0,40,united-states,<=50K
26,private,132572,bachelors,13,notmarried,white-collar,own-child,black,female,0,0,40,united-states,<=50K
47,private,103020,dropout,4,married,blue-collar,wife,other,female,0,0,40,puerto-rico,<=50K
40,private,187802,communitycollege,10,married,blue-collar,husband,white,male,0,1887,40,united-states,>50K
31,government,50649,masters,14,notmarried,prof-specialty,not-in-family,white,female,0,0,50,united-states,<=50K
42,private,137698,dropout,3,notmarried,blue-collar,not-in-family,white,male,0,0,35,mexico,<=50K
48,self-employed,30575,communitycollege,11,married,blue-collar,husband,white,male,0,0,70,united-states,>50K
56,private,202220,communitycollege,10,separated,service,unmarried,black,female,0,0,38,united-states,<=50K
50,private,50178,highschoolgrad,9,married,service,husband,white,male,0,0,40,united-states,>50K
17,private,207791,dropout,6,notmarried,blue-collar,own-child,white,male,0,0,20,united-states,<=50K
21,private,540712,highschoolgrad,9,notmarried,service,other-relative,black,male,0,1719,25,united-states,<=50K
50,private,321770,highschoolgrad,9,separated,white-collar,not-in-family,white,female,0,0,40,united-states,<=50K
49,private,202053,highschoolgrad,9,separated,service,not-in-family,white,female,0,0,32,united-states,<=50K
34,private,143699,highschoolgrad,9,married,service,wife,white,female,0,0,15,united-states,<=50K
32,self-employed,115066,highschoolgrad,9,married,service,husband,white,male,0,0,60,united-states,>50K
28,private,223751,communitycollege,10,married,white-collar,husband,white,male,0,0,40,united-states,>50K
62,self-employed,354075,bachelors,13,married,white-collar,husband,white,male,0,0,50,united-states,>50K
23,private,32732,bachelors,13,notmarried,prof-specialty,not-in-family,white,male,0,0,15,united-states,<=50K
24,government,390867,masters,14,notmarried,prof-specialty,not-in-family,black,female,0,0,40,united-states,<=50K
31,private,101697,communitycollege,11,married,prof-specialty,wife,white,female,0,0,40,united-states,<=50K
36,private,279721,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
58,private,223400,communitycollege,12,married,blue-collar,other-relative,white,female,0,0,35,poland,<=50K
46,,206357,dropout,3,married,,wife,white,female,0,0,40,mexico,<=50K
39,private,76417,masters,14,married,prof-specialty,husband,white,male,0,0,40,united-states,>50K
48,,184682,highschoolgrad,9,notmarried,,own-child,white,female,0,0,18,united-states,<=50K
21,private,78170,highschoolgrad,9,notmarried,blue-collar,not-in-family,white,male,0,0,42,united-states,<=50K
39,private,201410,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
21,private,189013,communitycollege,10,notmarried,service,own-child,white,female,0,0,35,united-states,<=50K
33,private,119913,communitycollege,11,married,prof-specialty,husband,white,male,0,0,40,united-states,>50K
37,private,549174,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,50,united-states,>50K
29,government,214706,highschoolgrad,9,notmarried,service,unmarried,white,female,0,0,40,united-states,<=50K
30,,33811,bachelors,13,married,,wife,other,female,0,0,40,taiwan,>50K
43,private,234220,highschoolgrad,9,separated,blue-collar,own-child,white,female,0,0,40,cuba,<=50K
22,private,237720,highschoolgrad,9,notmarried,blue-collar,own-child,white,male,0,0,40,united-states,<=50K
25,private,185942,masters,14,notmarried,prof-specialty,own-child,white,female,0,0,40,united-states,>50K
69,government,286983,communitycollege,10,married,service,husband,white,male,0,0,40,united-states,<=50K
17,private,140027,dropout,7,notmarried,service,own-child,white,female,0,0,25,united-states,<=50K
18,,115258,dropout,7,notmarried,,own-child,white,male,0,0,12,united-states,<=50K
54,private,155408,highschoolgrad,9,widowed,blue-collar,unmarried,white,female,0,0,40,united-states,<=50K
65,,117963,highschoolgrad,9,married,,husband,white,male,0,0,45,united-states,<=50K
28,private,158737,dropout,8,married,blue-collar,other-relative,other,male,0,0,40,ecuador,<=50K
27,government,199471,communitycollege,11,notmarried,service,own-child,white,female,0,0,38,united-states,<=50K
35,private,287701,communitycollege,12,separated,blue-collar,unmarried,white,male,0,0,45,united-states,>50K
38,private,137707,communitycollege,11,married,service,wife,white,female,0,0,40,united-states,>50K
33,government,108116,highschoolgrad,9,married,service,husband,white,male,0,0,40,united-states,<=50K
26,private,366900,highschoolgrad,9,notmarried,blue-collar,own-child,white,male,0,0,40,united-states,<=50K
56,self-employed,187355,communitycollege,10,married,service,wife,white,female,0,0,60,canada,>50K
38,private,33105,bachelors,13,married,prof-specialty,husband,amer-indian-eskimo,male,0,0,70,united-states,>50K
51,self-employed,268639,communitycollege,10,married,prof-specialty,wife,white,female,0,2057,60,canada,<=50K
26,private,358975,communitycollege,10,notmarried,blue-collar,not-in-family,white,female,0,0,50,hungary,<=50K
33,private,199227,bachelors,13,married,white-collar,husband,white,male,0,0,55,united-states,>50K
44,private,248249,dropout,4,married,blue-collar,husband,white,male,0,0,50,united-states,<=50K
36,private,460437,dropout,5,separated,service,not-in-family,white,female,0,0,40,united-states,<=50K
42,private,187294,communitycollege,10,separated,blue-collar,unmarried,white,male,0,0,40,united-states,<=50K
44,private,115932,communitycollege,12,married,prof-specialty,husband,white,male,0,0,40,united-states,<=50K
44,private,181762,bachelors,13,married,blue-collar,husband,white,male,15024,0,55,united-states,>50K
